x,y,cluster,term,genes,cluster_label
-0.27678522,1.9255118,Cluster 15,MYO5C,TMOD1 PEX19 GMNN DQX1 TMOD4 TMOD3 AVIL DTNBP1 TULP2 DKK3 CREB3 SPDEF CDH5 P4HA2 PPP6R2 CDC16 SCP2 PHF15 CRYL1 MOAP1 ,Unresolved
-0.32477188,1.8252506,Cluster 15,TNIP1,PIGT IKBIP NAB2 SAMD4A ERP44 CRHBP ABI2 CORO6 GRAP2 POTEF HAO2 EXOC1 SYNC OPTN ,Unresolved
-0.12769595,1.7888635,Cluster 15,ABCB10,TRDN SLC24A5 C22ORF41 KCNC4 RNF170 SLC39A12 KCNA5 UPK1A DKK3 SNX4 IMPDH1 CTAGE5 CEACAM21 SLC39A4 ,Unresolved
0.053754613,2.0769253,Cluster 15,BAG1,GTF3C2 FOXD4 KCNJ10 KCND2 PRDM5 CCDC117 ADRM1 CHCHD10 KLHL34 BHLHA15 YY1AP1 CPZ SAV1 CLEC3A CYP2W1 GPRC5C PSMC1 POTEC ,Unresolved
-0.36645293,1.9049556,Cluster 15,YWHAB,STAC CGN SAMD4B PRICKLE3 TFEB FAM189A2 EPB49 BRAF SAMD4A NKD2 SPATA13 FAM163A KIAA0930 SFN KIAA0748 SMTNL2 ,Unresolved
-0.45531914,2.35517,Cluster 15,SYNC,KLHDC5 CCDC136 TJAP1 TNIP1 GFAP MCC THAP11 NDC80 DES RUFY1 GAN RABEP1 APC PPA2 SLMAP VIM NES INA TAB1 ARHGEF6 ARHGEF7 CALCOCO2 SYNM KIF15 CASC4 GCC2 CCDC102A UACA GOLGA3 GOLGA5 CEP250 NEFL NEFM MAP3K7 IKBKG PRPH CEP55 GIT2 GIT1 ,Unresolved
-0.08972543,1.895156,Cluster 15,SHKBP1,GLTP FEM1B FAM46A FHL3 TNFAIP3 ASPSCR1 KCTD3 PDZK1 EPN3 PCMT1 P4HA2 WDR83 ARIH1 UBE2M ,Unresolved
-0.15384442,1.9113177,Cluster 15,TMEM111,PDIA4 CSGALNACT2 TRDN KIAA0090 MMGT1 TTC35 TMEM85 FAM158A C15ORF24 SLC4A8 SCGB1D1 C19ORF63 SLC18A1 SLC17A2 ENPP6 GNRH1 IFNA21 ,Unresolved
-0.4957003,2.2266786,Cluster 15,UACA,RGS3 GUCY1B3 MIS18A JPH4 TIGD7 PICK1 C17ORF59 PNMA5 CORO6 SYNC CCDC102B VTN ,Unresolved
-0.113826185,1.88099,Cluster 15,PML,ACOT8 ARHGEF16 NDUFA2 TULP3 SNX11 TUBA3C KBTBD5 PADI3 PSME3 NDUFS1 TRIML2 GOPC WDR45L CDH19 RNF123 ,Unresolved
-0.19050783,1.6754835,Cluster 15,CD244,ARFGEF2 MTX2 MTX3 POMT1 PDXDC1 POMT2 IMMT C9ORF89 LTN1 MTOR RNF213 CHCHD6 CAND2 ST7 MYADM HEATR6 BZRAP1 ,Unresolved
-0.15895857,1.9589704,Cluster 15,ALDH3A2,INTS12 TBC1D9B IPO13 SMEK2 INTS1 NCAPH2 LTN1 STAG2 SLC9A6 CAND2 HOOK2 XPO4 FANCD2 ALDH3A1 VPS8 KIAA1524 TBC1D15 ATR ,Unresolved
-0.20929518,1.9400175,Cluster 15,RAB40AL,LRRC15 RAB40A RAB40B ISCA1 CUL5 PSME3 TCEB1 COPS7A FAM192A SPTB VSIG8 ,Unresolved
-0.13531765,1.9428432,Cluster 15,ISLR,LMLN ZNF562 SLC10A7 ACOT9 ZRANB3 XRCC3 CACNA2D1 USP3 LRRC40 CNPY3 CNPY4 CDC6 TUBA4A BCKDK GALNS SETX GPD1L CERCAM TMEM39B ATP13A3 SLC25A6 PGAP1 SLC25A4 DDX11L8 TEX264 GCNT1 SPG7 RTEL1 RHOBTB3 TUBB8 SGPL1 MTG1 TUBB4 CHSY3 ARSK TUBB3 SLC25A20 GPC3 NEK4 ,Unresolved
-0.4001914,1.9121265,Cluster 15,BAG3,KCND2 HSPB6 HSPB8 KLHL34 METTL21A RPTOR FAM189B SPINT2 P4HA2 PNPLA5 CRYAB SLC27A3 PDLIM7 ,Unresolved
-0.044278152,1.8769809,Cluster 15,PHKG2,SETDB1 PRKAG2 PHKA2 PHKB PHKA1 PRKAG1 PRKAB1 PRKAB2 COMTD1 PRKAA1 EML4 SCGN DOK4 PHKG1 MPPED1 C6ORF204 TCEANC2 FAM171B ,Unresolved
-0.31399757,1.8078239,Cluster 15,STIM2,PRKAA2 FAM5C PRKAG2 CISD2 PRKAG1 TMLHE PRKAB1 SUMF1 PRKAB2 PRKAA1 STIM1 HMOX1 MSRB3 ,Unresolved
-0.14487612,2.092868,Cluster 15,KIAA1267,PHF20L1 PHF20 MCRS1 ECI2 WDR5 TPM2 TRAF1 FOXK2 C12ORF41 DUS2L ,Unresolved
0.03678039,1.973035,Cluster 15,CROCC,RALBP1 ZYG11B XBP1 SCOC TGFBRAP1 CROCCP2 UBR2 UBR1 PEX14 SCGN TPM1 SRBD1 PUSL1 GIT1 ,Unresolved
-0.44571128,1.9963847,Cluster 15,MYO1D,PEX19 TBC1D9B LSP1 SSSCA1 NEXN TOR1AIP2 DKK3 EID1 BTD FBXO40 CDH5 PSMC4 UBB PPP6R2 BBS7 HAVCR2 SCN3B DNAI2 ,Unresolved
-0.2424401,1.8457866,Cluster 15,CCDC99,NFKBIA SEC13 TXLNB FNTB KIAA1467 PMEL GSTA1 HAUS7 GSTT2B IL12A THUMPD2 ASB16 ,Unresolved
-0.5823436,2.0562618,Cluster 15,ACADVL,SURF1 NDUFA13 PDE4DIP DHRS4 HMGCL ECSIT APC VNN2 NPPA IL31RA CLASRP HIBCH FAM60A ,Unresolved
-0.34633514,1.8702075,Cluster 15,TACC1,VAPA VAPB FBXW11 STAT2 RPN2 POC1B DTNBP1 TACC2 STX5 C15ORF23 BTRC RNF41 ,Unresolved
-0.28205612,1.7957696,Cluster 15,EVPL,ACAD9 SUSD3 CCNYL1 PDE4DIP FCF1 FRMD1 DDX19B ZSCAN20 ZSCAN12 ITGA9 PI4KA RBM24 CDK15 TBC1D22B ,Unresolved
-0.13837239,2.0924752,Cluster 15,PLP1,RTN2 C4ORF32 STRN4 RNF114 NRAS SIKE1 REEP6 REEP5 FGFR1OP2 SLMAP FAM40A PDDC1 STRN ,Unresolved
-0.35217968,1.8005011,Cluster 15,PPL,UGT1A10 ACAD9 KIR3DS1 SUSD3 CCNYL1 PDE4DIP TNFRSF19 FCF1 FRMD1 DDX19B ZSCAN20 FTH1 RBM24 CDK15 TBC1D22B ,Unresolved
0.2064316,2.091003,Cluster 15,THNSL1,ZNF263 GPX7 SIX2 UTP11L TULP3 TRMT2A TMEFF1 FXYD1 C20ORF72 FOXD4L6 YBEY CCDC74B SPATA24 TGIF2LY FAM19A3 ZNF414 ,Unresolved
-0.2535284,1.8337524,Cluster 15,PLCD1,SMARCD1 GPBP1 KIF3A PYHIN1 IL31RA C1ORF49 GDF5 FBXL4 RBM24 RAB11B ,Unresolved
-0.29554784,1.8488454,Cluster 15,C15orf24,PDIA4 TRDN KIAA0090 MMGT1 TTC35 KLK6 KLHL22 TMEM85 COX4NB GPR6 FAM158A TMEM111 SLC4A8 P2RX4 C19ORF63 SLC18A1 IFNA21 ,Unresolved
-0.35296166,1.8178012,Cluster 15,RAD50,CELA2B BMP1 ZFAND2B LRRC39 FAM196A RAB39B C9ORF25 HS1BP3 MAF1 ATG14 ZNF511 RGS20 ,Unresolved
-0.5394212,2.2425036,Cluster 15,CUL1,FBXW7 GLMN TSC22D4 FBXO17 TRAF1 FBXL14 FBXO34 FBXL15 DKK4 EID1 HAL CDK2 DCX CRY1 FBXL5 SMTNL2 SERPINA12 KHDRBS2 ECM1 CKS1B GNS FBXO44 FBXO42 CST6 FBXO40 SPANXN3 IDS ZNF704 FBXO4 ARIH1 FBXO7 FBXO6 TINAG NEFH BTRC SKP2 ,Unresolved
-0.45737904,1.985863,Cluster 15,GOLIM4,PTPRU CSGALNACT2 TRDN BATF3 SPACA1 B3GAT3 FUT1 HAUS7 ATP2B2 GDPD5 RAET1E CD79B FCGRT UST KCNS3 HLA-DPA1 C19ORF46 SGK196 DCAF12 MRAP2 SLC39A4 ,Unresolved
-0.2759109,1.7977381,Cluster 15,PRKAB1,DCLRE1C CUTA PRKAA2 HARS2 PRKAG2 TUBB1 PRKAG3 PRKAG1 PRKAB2 PRKAA1 TUBA4A STIM2 PHKG2 CCKBR HEATR6 NEK4 TRIM11 MCL1 METTL19 ,Unresolved
-0.5125685,2.172293,Cluster 15,FAM122B,ANKRD29 FAM122A PLOD1 SCRN2 PPP2R2C WDR83 TUSC3 FHL3 SPIN2B WDYHV1 IFI30 ,Unresolved
-0.44796747,2.0122514,Cluster 15,COBL,POTEKP ACTB FBXW11 TMOD3 ACTBL2 PACSIN3 FHL3 ACTC1 WDR47 PACSIN1 PACSIN2 ,Unresolved
-0.3469431,1.8396676,Cluster 15,NES,EGR1 FAM167A MYOG VIM NEFM CAPN1 TCF4 GFAP FERD3L SYNC RSPRY1 MYF6 ,Unresolved
-0.5106961,1.9908171,Cluster 15,ZNF295,ABTB1 KBTBD7 PPP2R2D CETN1 POLE2 SSSCA1 FHL3 GSTA1 PRICKLE3 CASQ2 NAP1L5 ,Unresolved
-0.53199214,2.0062962,Cluster 15,GSTT1,MYLK2 C1ORF190 PRSS2 ZMAT5 HBB HBA2 MID1 SIRT2 LRP2BP C1ORF124 ,Unresolved
-0.40134743,1.9356257,Cluster 15,YWHAH,PLEKHG5 SPATA13 CDCA7 KIAA0930 CGN PRICKLE3 BRAF SAMD4A KIAA0748 SMTNL2 RIN1 ,Unresolved
-0.29113936,1.8033884,Cluster 15,TLE4,TLE3 ZMYND19 TLE2 TLE1 ARMC8 AES MKLN1 RIPPLY2 RIPPLY1 HLX KIAA1984 TNNI2 TBX20 CCT7 VENTX ,Unresolved
-0.31905535,1.8293988,Cluster 15,IVL,UGT1A10 ACAD9 KIR3DS1 RNF25 SUSD3 CCNYL1 PDE4DIP FCF1 GMCL1 FRMD1 DDX19B ZSCAN20 NPPA ZIC1 ZSCAN12 FTH1 ITGA9 PI4KA L2HGDH RBM24 CDK15 TBC1D22B FAM60A ,Unresolved
-0.4289734,1.7229177,Cluster 15,PTPRU,CDH5 ZNRF4 SCGB1D1 PCDHGB4 SGCA PCDHGB1 PTPRK CLEC2D AAMP GOLIM4 FAM19A4 ,Unresolved
-0.3397557,1.8322375,Cluster 15,TTC35,TRDN KIAA0090 MMGT1 C19ORF63 TMEM85 COX4NB FAM158A C15ORF24 TMEM93 TMEM111 ,Unresolved
-0.28040558,1.8731861,Cluster 15,SNTG2,SNTB1 DTNA DTNB DMD CTNNAL1 UTRN SNTA1 SNTB2 EPSTI1 RNF31 ,Unresolved
-0.34720242,1.8186364,Cluster 15,CUTA,ZER1 ZYG11B UBB C17ORF39 CLTCL1 ARMC8 PRKAG1 PRKAB1 UPP1 PRKAA1 PDIA5 ,Unresolved
1.3723432,3.894719,Cluster 16,N4BP2L2,PIGT PRMT6 F11 NCAPH2 TMPRSS5 LGALS3BP KIAA1683 PROZ PRG2 RFXANK SIRT6 LYZL1 LYPD4 CGRRF1 HNRPLL WNT16 OLFM2 NXF2 IRAK2 DNAJC10 PRPF4 WNT4 ,Unresolved
2.318959,4.490566,Cluster 16,WNK1,SERPINB13 TSC22D4 HSPA8 KLHL2 AARSD1 STAMBPL1 MLF1 BAG4 SPATA1 METTL6 HAO2 AAMP RAPGEF5 ,Unresolved
1.2787595,6.622628,Cluster 16,TP53,CUL9 FBXW7 CELA2B CUL7 HOMER3 AURKA RORC FAM111A HNF4A FAM175B MDM4 GPR156 MDM2 ,Unresolved
1.2850115,3.7935798,Cluster 16,WAPAL,SLCO1B1 RAD21 SCCPDH NDUFA8 ST6GAL1 DNAJC10 DEFA5 AURKA PFDN2 TULP3 COMTD1 ,Unresolved
1.2384334,3.8554134,Cluster 16,PLAT,IGFBP1 SERPINB2 FGL1 SERPINA10 PLA2G10 SERPINE2 TMEM25 SERPING1 DEFA1 SERPINB6 ,Unresolved
1.9177948,4.1283326,Cluster 16,CTH,FGB LUM PTCRA C20ORF7 GHITM MRPL46 KLHL20 TMEM223 RDH12 SDC1 FSD1 GAPDHS SLC25A41 SPRY2 SLC25A32 SCG3 ZNF434 ZNF488 ,Unresolved
1.1168288,4.109272,Cluster 16,ZNF696,EFEMP1 IGFBP1 SPINT2 TNFRSF19 GGPS1 VWCE TINAG GPR156 THBS2 RGS20 VTN KCTD17 ,Unresolved
1.8395108,4.226842,Cluster 16,SFXN5,CTSA SLC15A1 SLC22A6 PON1 SLC2A12 SLC6A15 HTR2C TNF SLC5A5 C1ORF85 ACTB GLB1 MAS1 LAMP2 LPAR6 FAS TMEM108 VSIG1 APLNR SLC39A9 SLC18A1 ERGIC3 ,Unresolved
1.5245938,4.4583364,Cluster 16,DIS3,FGB SERPINB2 DLX4 MUS81 GTF2E2 IQCF1 EID3 C1D CYP1A1 DCX RDBP SNRNP27 SSBP3 CCDC94 GAS2L1 ZNF212 RBM23 ,Unresolved
1.307329,3.6651654,Cluster 16,PRTFDC1,FXYD1 NFKBIA SPRED2 FCGR2A SOX2 SPINK2 MYEOV HSD17B6 HPRT1 MED7 IQCF1 ,Unresolved
1.6359267,4.0498943,Cluster 16,NSUN2,NRP1 FGL1 METTL3 ERCC3 UBE3A LIN7A PRR20E MPP6 LIN7C CNDP2 TUBA4A ,Unresolved
1.4536496,3.8175356,Cluster 16,POLG,C20ORF72 NIT1 NDUFS7 YBEY GATC C17ORF90 BPNT1 ACSM5 POLG2 SDHB OTC TSPYL6 ,Unresolved
1.4367973,3.8419101,Cluster 16,RRP1,MAK16 CHST8 TNFRSF13B VTN CLEC3A CDH5 PNKD KIAA1467 CLMP TMEM206 VSIG1 PVRL4 SCN2B EPHA1 RPL18 NEUROG3 ,Unresolved
1.8018708,3.9827175,Cluster 16,PAPSS1,C2ORF44 FGB TFCP2 CCDC116 GPX7 C4ORF26 SNRNP27 GNL1 DYNC1I2 FANCG PAPSS2 ,Unresolved
1.3241706,3.717754,Cluster 16,SYNGR2,CD97 VIPR2 VIPR1 SLC34A2 HTR2C FPR2 TACR1 OPRM1 GPR52 SLC7A1 SLCO1B1 EDNRA ZFYVE27 SLC22A16 SYPL2 C19ORF46 SLC22A9 GPR114 PCDHAC2 ,Unresolved
2.30166,4.4264426,Cluster 16,NARS,USP47 FGB HSD3B2 DUSP19 LILRA3 GTF2E2 KLHL20 C1ORF93 DDX19B SNRNP27 TRMT11 AMTN CDK15 ,Unresolved
1.1931226,3.555975,Cluster 16,PTP4A2,PTP4A3 CNNM1 CNNM2 PON2 FMN2 GPAA1 PCDHB5 CYP8B1 CNNM4 RABGGTB EFTUD1 PTP4A1 ,Unresolved
1.8910556,4.160224,Cluster 16,GNL1,C2ORF44 FGB KBTBD5 HINT1 SLC2A12 CCDC116 TULP3 PAPSS1 DYNC1I2 ABCF2 ,Unresolved
1.3297656,3.8576207,Cluster 16,PLXDC2,IGFBP1 KCNJ8 CCDC115 MANEAL AKR1C4 C1ORF186 SLC31A1 UBR2 SERPINB8 TMEM131 UFSP2 TTC17 LRRC42 TMEM199 DHRS7 CTDNEP1 ZFYVE27 UPK3BL DNAJB9 HACL1 ATP6V1F INSL5 ,Unresolved
1.582015,4.2653294,Cluster 16,ATG3,FGB GABARAP MAP1S MAP1LC3B2 ATG12 EFR3A ATG16L1 ACTBL2 GNAQ HRAS ZNF414 ATG7 ATG5 ,Unresolved
1.6697028,4.293102,Cluster 16,MAP2K7,PCDHGA5 LRP1 SPACA1 PROZ ADAM32 C4BPB DLK1 TPCN2 ANTXR1 BSG LAMP3 VSIG4 IL13RA2 ,Unresolved
1.3325088,3.8395963,Cluster 16,TLR5,DHRS7 CTDNEP1 DDRGK1 TMX2 ACOT12 SNX14 PTRH2 CNPY3 MAN1A2 C10ORF58 DHRS3 ,Unresolved
1.3090854,3.868977,Cluster 16,UBAC1,USP48 AKIRIN2 CHIA RTBDN BCAP31 ARHGEF16 ELAC2 RSAD2 AMBN RNASE3 MAB21L1 PNPLA1 RNF123 A1BG PRSS45 GANAB HYAL1 UBB RDH11 CCL5 REG4 LCMT2 INSL3 RPS27A BVES INSL6 MAP3K6 ,Unresolved
1.8877535,4.2628856,Cluster 16,NAA15,USP47 FGB NAA50 NAA10 C15ORF63 MRPS11 ARRB2 GTF2E2 FGF9 TRAFD1 CYP1A1 SNRNP27 NAA16 ,Unresolved
1.533077,4.319644,Cluster 16,HELLS,TMEM150A USP47 PDGFRB C3AR1 WDR76 LYPD3 TMEM171 PVR RCBTB2 CD79B F9 LAMP2 SLC39A9 ,Unresolved
1.5534772,3.8712838,Cluster 16,CPS1,LMO2 KIRREL2 RARS2 ARHGEF26 DKKL1 ACSM5 TMEM70 DEFB121 FOXRED1 NDUFS7 YBEY BPNT1 OTC ,Unresolved
1.2887071,3.7853084,Cluster 16,FAM63B,SLC27A2 KCNJ11 RETSAT USP22 PRAF2 SLC2A8 PPM1B SCCPDH MBLAC2 DNAJC1 ARL13B GNPAT PTRH2 C3ORF21 ARL8B CYP2J2 ,Unresolved
1.4152026,3.8500266,Cluster 16,HMGCS1,SLC22A5 SERPINB5 MBD5 FGB PPP1R14C OR5F1 OR10H3 SDC1 FSD1 NFYA CDK5R1 CDK15 ,Unresolved
1.7767015,4.193214,Cluster 16,LPCAT3,CHRM4 GYPB IPPK SLC22A6 C3AR1 HTR2C TACR1 OPRM1 UPK1A VTN LPAR1 SLC5A8 SLC22A16 LPAR6 FBXL4 KDELR3 SGK196 TSPAN2 ,Unresolved
1.5733052,4.002509,Cluster 16,ARMC6,SLC27A2 SLC20A2 CCDC109A MUL1 C1ORF198 SLC16A10 C1ORF159 FAM82A1 SLC2A8 GALNT11 B3GNT2 DAAM1 EFHA1 METTL9 EPHA4 SLC25A15 ZNF146 ,Unresolved
1.5784293,4.0810356,Cluster 16,CBWD1,CCL22 RFPL2 RPL23 KLK15 SIRT6 KLK11 MELK PC TRMT6 TRAC MTFR1 METAP1 LOC554223 SLAMF1 C2ORF48 CBWD7 CBWD6 KLK5 CBWD2 RTEL1 AGAP1 TUBB8 TUBB3 FAM196A MPZL1 SAMD1 IL12RB1 IL17RA EGLN1 FAM5C ST8SIA4 DKKL1 XAGE1A SNX21 F9 FAM167A ERF MUC20 KLRF1 TCERG1 GPHA2 SFTA2 SERPINC1 UXS1 POP4 TTF2 ICAM1 DTWD2 PTPMT1 LYPD1 FAM174A FDXR FAM3B NEK4 ,Unresolved
1.3691307,6.6930757,Cluster 16,MLX,SNX5 CSNK2A2 CSNK2A1 SNX1 MLXIPL CSNK2B MGA AMPD2 CSPG5 BACH1 MLXIP ,Unresolved
1.2653452,3.6311378,Cluster 16,DDX31,LACRT CNBP IGJ CP ILF2 LYZ C20ORF114 TF AZGP1 ZNF71 RPL37A ALB APOA1 PIP ZG16B ZNF512 RPL26L1 SERPINA3 SERPINA1 STAU1 HP CLU GPATCH4 MECP2 PLTP C6ORF58 IGKC BPIL1 HIST1H1E QSOX1 RPL14 DGCR8 IGHA2 IGHA1 NPM1 PRR11 MUC5B SERPINB3 AHSG SRP68 GLTSCR2 IGLL5 PLEKHO1 ZNF2 TCN1 SCGB2A1 NUCB1 LCN2 LCN1 H2AFY2 NOL12 PROL1 LTF C16ORF88 IGHM RRP8 ORM1 RPL30 MSLN ZNF692 SERPINC1 PIGR PLUNC PRR4 THBS1 MKI67IP LPO WDR46 HPX C3 KIAA0020 TTR RBM4 CST4 CST3 SART3 FGF8 SCGB1D2 CST2 IGHG2 RPL18A CST1 SCGB1D1 IGHG1 DMBT1 IGLC2 GC MAGEB10 RPS14 RBM34 ,Unresolved
1.2457465,3.6267622,Cluster 16,SNX27,LACRT IGJ APOA4 CP LYZ C20ORF114 TF ALB APOA1 ZG16B SERPINA3 SERPINA1 LRRC36 HP C10ORF47 C4A KNG1 C6ORF58 IGHA2 GPR156 FGA IGHA1 FGB FGG AHSG FIG4 IGLL5 SCGB2A1 LCN2 LCN1 LTF MRAP2 IGHM CDS1 ORM1 PIGR PLUNC PRR4 VPS26B CHRDL1 HPX C3 TTR CST4 IGHG4 RASSF1 IGHG2 IGHG3 CST1 SCGB1D1 IGHG1 DMBT1 FAM19A3 IGLC2 ,Unresolved
1.4973184,3.860598,Cluster 16,LARS2,BCKDHB ACSM5 LIG3 SDHB C1ORF85 ATP5D MRPL21 NIT1 DUSP22 BSG NDUFS7 YBEY TGOLN2 BPNT1 SUCLG1 ACAA2 ,Unresolved
2.182468,4.5293202,Cluster 16,RAVER1,SCGN CNOT7 P4HA2 GADD45B FGL1 CDC16 FKBP9 C2ORF29 HNRPLL TOB1 ,Unresolved
1.2507161,3.6007023,Cluster 16,SCRN1,POPDC3 FGB CCDC121 CTU1 VAPA CCDC85C CD3EAP DENND4A TAB2 MAP3K7 TAB1 ,Unresolved
2.155406,4.244908,Cluster 16,ETF1,USP47 MBD5 FGB RNF26 MRPS11 SLC38A7 CYP1A1 SNRNP27 GTF2E2 GSPT2 ,Unresolved
1.4553876,3.8667188,Cluster 16,CTAGE5,TMPRSS11B BCHE COMMD3 CTAGE6P COMMD2 ANO6 EML4 EEF1A2 OCLN CTAGE1 CREB1 ABCB10 GPRC5C TRAF4 SRPRB MTFR1 CCDC22 CTAGE8 SERPINA12 ATF1 SERPINA10 IDE GPR21 CREM MIA3 RGPD8 CD1E RGPD3 SERPINA5 RGPD5 LPAR1 MPRIP ARSG HAO2 CEP55 SLC39A5 GPR114 FAM19A4 ,Unresolved
1.3372593,3.9204686,Cluster 16,PXDN,PLA2G12A ADPGK GML FGL1 CNPY3 ACADSB PTPRK DEFA1 PLAUR HAUS1 ERP44 ADCYAP1 NELL2 NELL1 SCGB2A2 VIP INSL5 ,Unresolved
1.133314,4.0381446,Cluster 16,SERPINA5,WWOX ZZEF1 HECTD3 FURIN CTAGE5 FBXO2 CANX MIA3 HGFAC EPSTI1 ,Unresolved
1.2536981,3.8263893,Cluster 16,GDPD1,AHSG APOA2 APOA4 HBA2 CP TF ALB APOA1 CFB SERPINA3 ORM2 SERPINA1 ORM1 HBB HP HBD A1BG ITIH2 HPX C4A KNG1 C3 IGHG2 IGHG1 TSPAN5 A2M IGHA1 ,Unresolved
1.5013057,4.0546207,Cluster 16,LETM1,USP47 FGB ATP6V0D1 RNF19B PCDHGB4 HSD3B2 MRPS11 CYP1A1 SNRNP27 LYPD4 ,Unresolved
1.4101633,3.8352149,Cluster 16,EIF4G3,EIF4A1 RBFOX2 QPRT FAM46A WDYHV1 COMTD1 PNKD C19ORF75 NFATC2IP HAO2 EIF4E KPTN EPHA1 ,Unresolved
1.5696974,3.9409819,Cluster 16,TOR3A,CHST8 DNASE2B HSPA5 OMA1 PRG2 ADAM33 TMPRSS3 LYPD4 TAZ WNT16 F9 CANX SUSD4 ARSG ,Unresolved
1.9062574,4.171846,Cluster 16,MCTS1,USP47 FGB NFKBIA LRRFIP1 GPX7 FSD1 CYP1A1 SNRNP27 DENR GTF2E2 ,Unresolved
1.397354,3.814515,Cluster 16,FTO,FGB ZNF232 OR5F1 ZMAT3 GPX7 DIRAS2 TYW3 SDC1 FSD1 MPZL1 ALX3 NFYA ,Unresolved
1.346479,3.804662,Cluster 16,TRIM33,LMO2 CNKSR1 ZNF324B QPRT CDC16 ACY1 ZIM2 LHX6 HAO2 WDYHV1 RABGGTB KLHL20 ,Unresolved
2.2609425,3.9868555,Cluster 16,HERC3,SLC25A2 GDA KCNC4 HIST2H3PS2 CYP8B1 IL17RC CYP39A1 FAM189B ACOX3 NUDCD2 TTLL2 HSD17B3 POTEC ,Unresolved
1.4429244,3.8160977,Cluster 16,MTMR6,KCNJ5 BHMT STK25 MTMR9 FHIT CTSE ZWINT CDA MTMR7 KCTD17 ,Unresolved
1.5392882,3.8757794,Cluster 16,CTNNBL1,DUSP23 USP47 CLEC3A FGB ZNF331 PRPF19 ZNF394 HOXB5 CYP1A1 SNRNP27 CWC15 THAP2 ,Unresolved
1.3293226,3.7847579,Cluster 16,VRK1,USP47 SERPINB5 FGB HSD3B2 SLC38A7 CYP1A1 SNRNP27 GTF2E2 ZBTB42 C1ORF212 ,Unresolved
1.232203,3.9459913,Cluster 16,INPPL1,GTF2A1 TMEM184B RRM2 ATP6V0D1 PCYT2 STAT2 SLC1A1 ACOT12 BHMT2 C17ORF60 SAMD4A TPD52L2 NARFL PPM1A ALKBH3 ARFGAP1 DPYSL5 RRM2B EEF1G PLIN5 GRINL1A SLC22A9 MAP3K13 ,Unresolved
1.2672459,3.8292716,Cluster 16,NME2,WWOX APP TRABD FGB SLC48A1 NME3 LRG1 DAO MAPT NPC2 CCNG2 SMOC1 CFB ,Unresolved
1.3305756,3.8606713,Cluster 16,UBR4,CHIA GML CSHL1 FUZ C1ORF87 WDR34 VWA5A POMC TFDP3 CCNG1 CRYL1 C18ORF10 PI4KA SLX1A PNPLA1 NRP1 EDA FIGF CPNE5 METTL2A A1BG CST9 ACSM5 STX11 FSTL4 HYAL1 FAM73B ERMAP INSL5 KCMF1 ,Unresolved
1.8743178,4.0716043,Cluster 16,VHL,C1QB ATF7IP KIRREL2 SETDB1 CUL2 OXT INHBE HIF1A C1QL4 KNG1 CHIT1 BCL2L14 C1QTNF2 ASTL ACTBL2 FAM19A3 COL9A1 AVP TCEB2 TCEB1 C11ORF46 UTRN CER1 ,Unresolved
1.3051388,3.7159698,Cluster 16,NIPSNAP3A,ACAD9 C2ORF54 HSDL2 FGL1 GATC HSPD1 SDHB MRPL12 ATP5D NIT1 PPA2 OTC KCMF1 ,Unresolved
1.9168391,4.191348,Cluster 16,SLTM,APOBEC3D LTBR FGL1 SSSCA1 SNRNP70 ID2 GGPS1 ZC3H18 GHITM IKZF5 ,Unresolved
1.4571157,3.854015,Cluster 16,GLS,ACAD9 FGB CCDC19 NUFIP1 CCL22 TNF MRM1 HMGCL MRPL43 NDUFS7 YBEY LAMP3 SNRNP27 OTC TRMT61B ,Unresolved
1.3963577,3.8345118,Cluster 16,SNX3,USP47 SERPINB5 MBD5 FGB SETD3 TAS2R41 CAV3 SLC1A1 HSD17B6 SIRT4 SCNM1 FCGRT ARL6IP6 CYP1A1 SPRY2 SNRNP27 MANSC1 MRAP2 ,Unresolved
1.4643943,3.9547617,Cluster 16,ANAPC1,ANAPC13 L3MBTL1 KIAA1683 C1ORF88 ANO6 KNG1 FZR1 PENK CDC16 CRYL1 MAGIX C16ORF87 GPR156 SKP2 ,Unresolved
2.2104113,4.413149,Cluster 16,NAA50,SERPINB5 MBD5 FGB TSGA10IP RNF26 ARL6IP6 NAA15 CYP1A1 SNRNP27 RAGE ,Unresolved
1.2434312,3.7942626,Cluster 16,MIA3,SERPINA12 CRTAP SERPINA10 SIGLEC12 CTAGE6P SERPINA7 ANO6 MTMR7 SERPINA5 MARCH5 FAM167A VNN2 CTAGE5 SRPRB HAO2 GABRE SLC39A5 FAM19A4 ,Unresolved
1.261893,3.8610673,Cluster 16,RING1,PHC1 L3MBTL2 FGB FGG HDAC1 CSNK2A2 PCGF5 PCGF6 RYBP PCGF2 YAF2 FGA ACADS ,Unresolved
1.4482911,3.8706696,Cluster 16,RNF123,ZNF277 USP48 AKIRIN2 CHIA ELAC2 A1BG RNASE3 UBAC1 PML C10ORF125 NELF HYAL1 RDH12 REG4 LCMT2 INSL3 PNPLA1 BVES GNAZ INSL6 MAP3K6 ,Unresolved
1.274204,3.637909,Cluster 16,KCMF1,FIGF NIPSNAP3A IDH2 MRS2 UBR4 A1BG CST9 VWA5A FSTL4 C15ORF27 SARS2 TFDP3 ABHD10 CEP85 KIAA0748 ,Unresolved
