x,y,cluster,term,genes,cluster_label
-2.892299,4.872816,Cluster 7,STMN4,TRAPPC3 TRAPPC4 TRAPPC1 TRAPPC2 GCA VTA1 TRAPPC5 TRAPPC10 TRAPPC9 TRAPPC6B PTPRD C7ORF43 CHMP5 ,Unresolved
-1.603899,5.093865,Cluster 7,CD109,CCL22 DEFA5 ST8SIA4 MTUS2 ERLIN2 C4ORF26 DKKL1 PTPRK PRSS37 TAZ CYP19A1 PRSS33 IFNE LGALS3 FCGR3B SCGB1D1 SCGB1D4 GJB7 PCDHGC3 CAPN1 LGALS9 ENPP7 IFNA21 ,Unresolved
-3.1884503,5.3519044,Cluster 7,KIF7,RALBP1 ZNF331 ZNF263 P4HA2 FGL2 LGALS3BP CINP NEFM LZTS2 LRRCC1 ZNF785 STX11 ,Unresolved
-3.469757,5.377271,Cluster 7,TNFAIP3,ANKRD13D OTUD5 SRC NEDD4L RNF114 KCTD10 UBB SHKBP1 TAX1BP1 ARIH1 PCDHB5 AIDA TBC1D24 RNF166 ,Unresolved
-3.1723444,5.4887304,Cluster 7,PIK3CA,SUN2 ZDHHC1 NLGN3 DEFA5 PCBP1 PIK3R3 EFNB2 C12ORF59 RNF19B FLRT1 IL20RA MANSC1 GRB2 HAVCR2 ,Unresolved
-2.8868258,4.8045034,Cluster 7,REEP6,CDS1 IPPK VIPR1 TMEM185A FPR2 IL2RG LPAR1 SYPL2 TMEM128 REEP5 CLEC5A S1PR2 PLP1 TSPAN2 GPR114 KLRF1 ,Unresolved
-3.1234262,6.0000343,Cluster 7,PIP4K2C,ZRANB2 SUN2 AHCYL2 TNFRSF19 EAF1 PRICKLE3 TULP3 TNFRSF1A GSPT2 ARHGAP22 C16ORF71 CAMKV PIP4K2A POC1B ZNF428 ARL6IP4 HIF1AN GPBP1L1 APBA3 LZTS2 ,Unresolved
-2.4525688,5.5017815,Cluster 7,CD320,ABCG8 TM4SF18 ACVR1 IFNGR1 CD83 LRRIQ1 ARRDC3 SLC1A1 LITAF TNFRSF10A IL2RG TPCN2 CD4 LTBR DAAM2 TMX1 C16ORF58 TSPAN3 C14ORF37 MRAP2 FAM8A1 ,Unresolved
-2.6121595,4.8623824,Cluster 7,TOR1B,ADPGK MGAT4C GIMAP2 HLA-DPA1 GHITM LMAN2L TNFSF8 FBXO6 CD1B KLRG2 ,Unresolved
-2.9129508,5.0646906,Cluster 7,PTPRA,PTPRE GALNT12 ASNSD1 LGALS1 SP4 DENND4A CYB561 GRB2 LGALS8 TPCN2 FCN1 ,Unresolved
-2.9476068,5.499774,Cluster 7,ARHGEF7,FBXO28 KLHL2 ICAM1 C1ORF106 PAK1 NCKIPSD CAMK4 LPXN EXOC1 SYNC POTEB GIT2 ARHGEF6 NCK2 GIT1 ,Unresolved
-2.5848136,5.219561,Cluster 7,TMEM132A,SLAMF1 CALR3 CELA3A PNLIPRP1 DNASE2B PCDHGA5 DEFA5 PCDHGB4 ST8SIA4 GAA PCDH20 SIGLEC10 PTCH1 KIR3DL2 DEFA1 TAZ HS3ST2 NAAA TMEM25 MGAT4C MPPE1 TMED6 ,Unresolved
-3.0839455,4.6962876,Cluster 7,ITGAV,GGH ST8SIA4 PTCH1 LYZL2 DEFA1 TAZ TNFSF13B FCGR3B FUT8 NAAA TCTN2 TMEM25 SUSD4 DPEP2 B3GNT2 EDIL3 ST3GAL1 INSL5 ,Unresolved
-2.9143627,5.380732,Cluster 7,TRIB1,FOSL2 DET1 ISCA1 RFWD2 PECR UBE2E1 JUNB TRIB2 STK40 MALT1 ,Unresolved
-3.100346,5.292185,Cluster 7,SLC39A1,SYAP1 VIPR2 P2RY12 SCARA3 PTGER3 SPPL2B C3AR1 HTR2C FPR2 FZD10 SLC7A1 TNFRSF1A FCGRT NME2P1 CLEC2D GPR114 ,Unresolved
1.0790806,3.8180752,Cluster 7,DYM,CHRM3 VIPR2 P2RY12 VIPR1 CD70 FPR2 FZD10 OPRM1 HS2ST1 TNFSF13B SLCO1B1 PNKD C19ORF75 EPHA1 ,Unresolved
-3.2242465,5.3256545,Cluster 7,TMEM214,CSGALNACT2 CSGALNACT1 KIR3DL2 TNFRSF10B UPK1A DLK1 HS3ST2 TLR2 TLR1 ZACN DPEP1 MPPE1 ADPGK PTPRN LYPD3 CCDC107 LYPD6 ASGR2 STS KIAA1467 GPC1 C16ORF58 HMOX2 ARSG SEMA7A OPCML HLA-DQA1 ,Unresolved
-2.8412406,5.5857882,Cluster 7,ANKRD28,DCLRE1C ZNF574 USP10 PLK2 MRPS7 TRMT2A SDCBP FOXD4L6 NECAP2 CIRH1A PPP6R2 ANKRD44 CAMK4 HOXC4 CDKL1 ZNF785 AP2M1 ,Unresolved
-2.9370928,4.8571706,Cluster 7,STRN3,B4GALT4 ZNF331 TPTE2 ZNF550 SPINK2 TRAF3IP3 NR1H3 PRDM14 TNFRSF1A PPP2CB PDCD10 NHSL2 STK25 ACOX2 SNAI3 YPEL1 EXOC1 ,Unresolved
-2.4926393,5.523759,Cluster 7,ECI2,CCDC111 DBNL ECH1 MAP7D2 PDGFD TRAF1 KIAA1267 PDZK1 FBXL5 ZNF286A ,Unresolved
-2.2111204,5.007729,Cluster 7,NRP2,FAM5C DEFA5 ST8SIA3 ST8SIA4 LYZL1 DEFA1 ATP1B3 TAZ TSPAN11 FCGR3B NAAA PCDHGB1 NXPH2 SIAE ,Unresolved
-2.782978,5.0602255,Cluster 7,MAP3K6,HSP90AB4P USP4 HSP90AA5P UBAC1 LIMD1 HSP90AA4P TNFSF13B ASPM CDC37 PLEKHO2 PCDHA4 FKBP5 ERGIC2 RNF123 ,Unresolved
-2.9995942,4.820759,Cluster 7,DDX11,IL17RA DOCK5 GGT7 FAM46A NPRL3 AVIL PLAUR FUZ THBS3 SNX21 TOMM22 KBTBD4 YBEY PCDHA4 IARS2 WDFY3 CDH19 ADC SKP2 ,Unresolved
-2.8546436,5.378077,Cluster 7,SBSN,ZSCAN20 SUSD3 CCNYL1 ZSCAN12 SLC1A1 C16ORF70 FCF1 PI4KA CDK15 GMCL1 TBC1D22B VAV1 ,Unresolved
-2.9628766,4.7930546,Cluster 7,IL9R,EDA TMX4 TM2D3 NETO2 TMEM66 RETSAT CCPG1 TMEM39A LSR ZDHHC18 ,Unresolved
-3.1987896,5.338493,Cluster 7,ATP8,VIPR1 C3AR1 HTR2C FPR2 GPR21 TACR1 ATP5F1 DKK3 LPAR1 ATP5D ATP5B ZFYVE27 SLC27A3 ,Unresolved
-1.8725011,5.2714443,Cluster 7,NAT14,TRDN PEX19 KCNC4 FUCA2 C3AR1 SLC39A12 HEPACAM2 SLC7A1 UPK1A SLC6A5 VNN2 TSPAN5 KCNA10 CPVL SLC39A5 ,Unresolved
-3.1212084,4.9297724,Cluster 7,UBE2E3,RNF10 USP15 DET1 CCDC121 USP7 RNF25 CSNK2A2 PECR PCGF3 FBXO25 ETV5 RCBTB2 TOPORS UBB RDH12 RNF220 FBRS OTUB1 ,Unresolved
-2.7882996,4.909465,Cluster 7,PIK3R2,PRMT2 PTGER3 HAUS4 PIK3R3 HAUS1 TGFBR2 RCBTB2 EFNB2 C12ORF59 PIK3CB PIK3R1 RNF19B FLRT1 MANSC1 HAVCR2 SKAP1 ,Unresolved
-2.9989421,4.934249,Cluster 7,HTT,IL17RA PRMT2 NPY2R GPR77 MPP1 OPRM1 HLA-B SNX21 RAB30 FEZ1 SYT12 CRYL1 TKT ,Unresolved
-3.18394,5.219059,Cluster 7,YEATS2,LMO2 IL17RA CCDC101 WDR5 TSSC1 TP53INP1 CCBL1 CARD8 IKZF5 RFPL4B TADA3 PSMC3 PSME3 BCAT1 CDH19 MAGEA10 SPERT MBIP ,Unresolved
-2.3912616,5.721101,Cluster 7,LNPEP,NAPRT1 GPHA2 CCL22 ST8SIA4 C5ORF28 TNF LMAN2L CD3E BTNL8 GLRA2 LGALS3 EDNRB SCGB1D1 SCGB1D4 HLA-DRA HLA-DPA1 GPR107 LGALS9 LGALS8 SIAE ,Unresolved
-1.1817267,6.867138,Cluster 7,SLC5A8,CORO2A RAB3B GPR89A GK MBOAT7 CCDC109A MTX3 CAV1 KIAA1715 TMEM11 CHPT1 PXMP2 DAD1 LPCAT3 ZNF703 TSPO FAM18B2 COX1 SLC25A46 SMAP2 SLC25A23 ,Unresolved
-3.0135956,5.00302,Cluster 7,EXOC6,CHRM4 IL1R2 EXOC8 NPY2R CD70 C9ORF89 DTNBP1 STX11 DSN1 RAP1A C19ORF75 VPS53 GNAQ EXOC5 APLNR EXOC4 EXOC7 EXOC1 SCN2B EXOC3 EXOC2 ,Unresolved
-3.2412999,5.7404833,Cluster 7,C5orf25,KBTBD4 IL17RA RFPL4B NPY2R GPR77 DNAJB11 SDF4 NSMCE1 BBS7 KLHL10 ,Unresolved
-2.4819088,5.0325966,Cluster 7,PDXDC1,CHRM4 TMEM184A SLC15A1 SLC22A6 SLC2A12 PTGIR GPR77 CD70 HTR2C FPR2 EDNRB LAMP2 LPAR6 ARL13B FAS FAM174A TMEM108 APLNR SLC39A9 HS1BP3 SLC18A1 CD244 ,Unresolved
-2.6123846,5.8197722,Cluster 7,C16orf58,CD320 NDFIP1 GLMN IFNGR1 MAP1LC3B2 SDCBP ACVR2B ACVR2A RNF149 TMEM214 FGFR1 RAB9A TNFSF9 PLIN3 LRP10 BMPR1A DFNA5 PTPRS BMPR2 CANT1 NPY2R ADIPOR1 STX10 UGCG RAB21 LAPTM4A UBB RELT EPHB3 ,Unresolved
-3.209314,5.349903,Cluster 7,TMEM200A,PPP3CA PPP3R1 PPP3CB PPP3CC GOSR1 FHOD1 STX7 STX6 MYADM STX10 ,Unresolved
-3.0296993,5.443767,Cluster 7,CLDND1,B4GALT4 GYPA SLC44A5 CD93 KIAA2013 LYPD3 FAM189A2 ZDHHC8 ZDHHC5 TMEFF1 VNN2 STX7 MAN1A2 MAN1A1 GOLGA7 HAVCR2 CYTB BMPR1A ,Unresolved
-2.8446643,5.1828084,Cluster 7,JUNB,BATF3 JUND PPP1R12A JUN NDE1 USP4 FOS C14ORF80 FOSL2 RFWD2 FOSB NBR1 RAD18 NUCB2 GOPC STK40 ATF7 CREB5 TRIB1 ATF2 ATF3 DET1 COPS7B BRCA1 C18ORF25 ARIH1 ,Unresolved
-2.8525667,5.3328137,Cluster 7,CREB5,ATF2 FOSL2 BATF3 JUND JUN PPP2R2D FOS ARIH1 JUNB BACH1 ATF7 MLLT6 ,Unresolved
-3.1802459,4.773929,Cluster 7,C14orf80,IL17RA TPTE2 NCAPH2 AVIL TUBE1 TRAK2 C6ORF141 KIAA1984 C6ORF118 CDC16 ALOX5 PHF15 C16ORF59 JUNB ENPP6 ,Unresolved
-2.852285,4.9323673,Cluster 7,TTYH3,GYPB P2RY12 IPPK PTGIR CD70 UXS1 FPR2 TMEM171 SLCO6A1 CDKAL1 TNFRSF1A ASGR2 LPAR1 FAM134C GPR141 DHRS9 TMEM206 S1PR1 CD27 ,Unresolved
-3.4525194,5.350532,Cluster 7,RAD18,ATF2 KLHDC3 SRP9 BATF3 ZNF692 ZNF263 TULP3 ARRB2 UBE2B JPH4 ZFP41 PIP4K2A TXNIP PSME3 IRF9 RPS2 TCEANC2 JUNB ZNF501 MAGEA4 LLGL2 ,Unresolved
-2.8301845,5.3336844,Cluster 7,ATF2,BATF3 JUND JUN FOS MLLT6 FOSL2 SCGN ARHGAP22 DPP8 C18ORF25 PPP2R2D RAD18 ARIH1 PFDN4 JUNB ATF7 CREB5 ,Unresolved
-2.9745517,4.7947536,Cluster 7,EXOC5,IL1R2 SETDB1 COG6 EXOC8 NPY2R DTNBP1 OPRM1 STX11 DSN1 EDNRB PNKD ERP29 EXOC6 EXOC1 SCN2B EPHA1 EXOC3 CA14 ,Unresolved
-2.7138767,4.9604607,Cluster 7,GOSR1,TMEM150A CSGALNACT2 CLEC12A STX12 STX11 SRPRB STX7 TNFSF11 STX6 TMEM200A STX3 SEC22B MRAP2 VAMP4 ,Unresolved
-2.8582172,5.555839,Cluster 7,RHOBTB3,ARF5 IL4R CD83 KIR2DS2 IL1R2 CUL3 NRG1 NUP210 RABGGTB ISLR IL17RB FAS PBK PCYOX1 HAVCR2 ,Unresolved
-2.6942866,5.5293837,Cluster 7,GIT2,FBXO28 TMOD4 KLHL2 RABGGTB ICAM1 MAFF NCKIPSD CAMK4 LPXN EXOC1 SYNC ARHGEF6 NCK2 ARHGEF7 GIT1 ,Unresolved
-2.6392927,5.1326766,Cluster 7,ATP12A,RAB2B SLC37A3 RARS2 AGK TACR1 TIMM23 DHCR24 ATP1B3 SPINT2 FEZ1 AGTR1 CD300C SLAMF1 WBP1 TUSC5 FPR2 PTH1R HSD17B6 HS2ST1 FCGR3B TMEM206 ADORA3 SUSD4 S1PR1 TMED2 P2RY14 SLC15A1 GPR77 ODF4 IRGC PRG3 HLA-B DLK1 C1ORF85 CTDSP1 SRPRB CLEC2D ITM2A MRAP2 PTGFR TRABD C1QB SLC2A5 GRPR ART3 FAM134C TMEM223 ENSA FAM174A TNFRSF9 IL13RA2 ,Unresolved
-3.322455,5.2176914,Cluster 7,METAP2,TMEM194A FCRL2 CCT3 SUN2 TNFRSF19 LILRB3 DLK2 TMEM213 SUCLA2 PLIN5 GNAS ASB6 LPPR2 C1QB GRIA3 DDX28 CUL5 PVR MRPL35 MECP2 RGS2 TMEM108 GPBP1L1 CCT7 SLC25A25 ,Unresolved
-3.492535,5.3163123,Cluster 7,DMWD,RAB2B C1QB ZNF581 RFPL2 USP46 GPR3 FERD3L ARHGAP25 GAK ALDH3B1 ALOX5 WDR6 APBA2 WDFY3 BCAT1 TKT GNAZ ,Unresolved
-3.4975133,5.332984,Cluster 7,MFSD5,TMEM63A YIPF3 VIPR1 SPPL2B FPR2 GAPDHS TACR1 UPK1A SLC22A9 GRPR TNFRSF1A LPAR1 ,Unresolved
-3.1911972,4.8074822,Cluster 7,MLLT1,C20ORF114 CDK9 DENND2D RYBP EPB41L2 EAF1 CAMKV PIP4K2A ARRB2 YAF2 ELL3 ,Unresolved
-2.884664,5.1661043,Cluster 7,ADD2,NUDT12 DUSP23 ANKRD29 ADD1 SERPINB13 NUFIP1 ROCK1 ROCK2 DPPA4 ALDH16A1 DEF6 ADD3 ,Unresolved
-3.1709633,5.704176,Cluster 7,RNF114,IDI2 LACRT CD93 TNFAIP3 UBE2D2 AUP1 DTX3 PARP11 PARP12 LTBR USO1 PLP1 RNF166 ,Unresolved
-2.3659973,4.8685465,Cluster 7,GBP2,GBP7 ADD1 HSP90AA1 HSP90AB3P HSP90AB1 PCBP3 GBP1 HBA2 GBP3 HSP90AA5P ADD3 ,Unresolved
-2.6663442,4.9368134,Cluster 7,STX5,CSGALNACT2 IL4R DTNBP1 TMEM171 HAUS1 DKK3 C15ORF27 ARFGAP1 SRPRB MANSC1 SEC22B TACC1 VAMP4 RBM26 STX18 CLEC12A HMMR C17ORF70 CCDC107 STX12 USE1 SCFD1 FAM196A IL20RA STX7 STX6 CNGA3 TRPM8 SNAP29 STX3 TNPO3 ACADS ,Unresolved
-3.3679585,5.177202,Cluster 7,PCDHB7,SUN2 GRAMD1A POMT1 CISD2 PCDHB16 PCDHB12 C1ORF43 USE1 RNF149 ST7L SMPD2 PIGA KIAA0319L C2CD2L PDZD8 ,Unresolved
-3.1978512,5.7577686,Cluster 7,CDKN2C,CCND3 CDK6 CCND1 CDK4 ANKRD44 AVP COL20A1 C10ORF47 SLX1A CDA WIBG GAS2L1 ,Unresolved
-2.3398278,5.21363,Cluster 7,STX6,COG6 B3GAT3 STX8 HAUS1 TPCN2 VAMP8 FAM171B SEC22B VAMP3 MRAP2 VAMP4 GTF3C2 GTF3C3 NBAS STX18 GOSR1 CLEC12A STXBP5 GOSR2 NAPG STX12 GTF3C1 STX11 CUX1 STX7 VTI1B VTI1A TSPAN3 TMEM200A STXBP6 STX5 STX4 STX3 ,Unresolved
-2.6438656,4.6168375,Cluster 7,TMEM59L,GABRA3 MUC1 PCDHGB4 SCGB2A2 ATP1B4 MPPE1 CD1E MCOLN3 HTR3A ITM2B ,Unresolved
-2.400879,5.097632,Cluster 7,GP1BB,GPM6A TRDN TMEM30B IPPK PTGIR SLC39A12 GPR21 HAUS7 HTR3C UPK1A CD3E HTR3A TSPAN17 FAM189B VNN2 FSHR TSPAN5 ZACN LRRC8B SLC39A8 CLEC2D GABRE SLC39A5 ,Unresolved
-3.3380892,5.4111743,Cluster 7,DCAKD,IL4R IMPDH1 UST APBB1 SRPRB TMPRSS3 MCOLN3 TMEM9B DLK1 GPR114 ,Unresolved
-2.7990375,5.3245277,Cluster 7,ATF7,ATF2 FOSL2 SCGN BATF3 PPP2R2D PSMC5 FOS ARIH1 JUNB BACH1 CREB5 MLLT6 ,Unresolved
-3.1078522,4.822334,Cluster 7,ARID4B,MXD1 HDAC1 CTSK PHF23 ZNF704 RBBP7 YAF2 CASP1 MXD3 ING2 C13ORF31 FAM60A ,Unresolved
-3.2322834,4.9490614,Cluster 7,CCDC132,CD79B BSG VPS52 VPS54 VPS53 TSSC1 C11ORF2 FPR2 DTNBP1 SLC39A9 EXOC1 SNAP29 ,Unresolved
-3.109698,5.962059,Cluster 7,FBXO11,KIRREL2 ZNF263 STAT2 DEFA6 WWP2 FOXJ1 TNFRSF10A TNFRSF1A FOSL2 THAP7 ZNF71 PRPF3 LRRN2 CDK13 AURKAIP1 MYLK2 STAU1 ZNF692 ZBTB48 PRDM5 HSPB6 CTBP1 TCP10L CCDC107 IKZF5 ZNRF4 SCML4 AP3S1 ZNF785 C11ORF48 SOCS6 ,Unresolved
-3.416256,5.2462687,Cluster 7,DPH1,CAMK2D SSSCA1 CARD8 WIPI2 TULP3 RAB30 TNFRSF1A EFNB2 P2RX5 IMPDH1 SPINT2 FAS ARSG KPTN MYCL1 RGS20 ,Unresolved
-3.2079153,4.7595177,Cluster 7,RPS6KA2,IL17RA SPRED2 STRADB ZMYM5 C19ORF21 IRGC ALOX5 FYN TRIM11 FGFR2 ,Unresolved
-3.1559029,5.785278,Cluster 7,ZMYM6,LMO2 TUFM ZNF18 ZNF263 ACOT12 TRAF1 DEF8 UCHL3 CTDSP2 C18ORF10 PLEKHO2 CCDC89 GRB2 CDA OPTN FAM60A ZNF232 LSP1 QPRT FHL3 FHL5 HDAC7 RFPL4B ZNF707 CRTAC1 TIMP2 EMILIN1 HAVCR2 LZTS2 ,Unresolved
-2.902202,4.7743754,Cluster 7,YKT6,C1QL1 TAS2R41 AARSD1 CHRNA9 RABGGTB STX12 STX11 RABGGTA FNTB PTAR1 ARL6IP6 STX7 STX3 ,Unresolved
-2.9714684,5.486177,Cluster 7,NDE1,C17ORF59 TCP10L STX11 ARC TCL1B FAM167A KIAA1984 NUP54 NDEL1 FAM190A TEKT4 TRIM27 JUNB SNAP29 TSNARE1 CGNL1 ,Unresolved
-3.2749822,5.2574353,Cluster 7,EPDR1,RUNDC3A SCGB1D1 CCDC69 MRPS34 KLHL2 SIRPD TINAG ENPP7 TSHB ZNF212 ,Unresolved
-2.7914298,5.631419,Cluster 7,TRAF7,MAP2K5 IKBIP ZNF263 CLEC11A COMMD10 C13ORF15 DTNBP1 LIME1 STAM RALYL FRMD1 MMP10 NELL2 FAM175B CD2BP2 SP6 PFDN4 CCDC67 EVL TSPYL6 FBXO28 CORO1A COL4A3BP RAC1 OIP5 TINAG TRIM44 GPR156 IFT57 ZNF764 CGNL1 SYBU ,Unresolved
-3.2878902,5.7339206,Cluster 7,MIPEP,CDC42SE1 EXOC3L2 HSDL2 SPINK2 ADPGK DEFA6 DCTN1 MRM1 TMEM70 GRPR FOXRED2 C20ORF72 FOXS1 INA TRIM43 LOC554223 WDTC1 ,Unresolved
-3.0916383,5.9142647,Cluster 7,UBB,PDGFRB WSB2 RASL10B C22ORF41 SPINK7 BTBD6 UBAC1 RAB30 EID1 WDR83 ASB9 LGALS13 SPANXA1 TRIM11 FAM8A1 ATP6V0D1 PANK2 CIB4 UBE2D2 MAGOH FBXL21 UXT RNF19B AP2S1 AKT2 APBB3 APOL2 USP48 TRAF1 ARPC5 TNFRSF10A PPTC7 COMMD8 FANCG RHEB OSTALPHA CDH19 CUTA CALCOCO2 SLC45A2 COPS7B PRKACG GLT1D1 FNTB IL20RA INPP5K EIF2B2 TGM5 CPA6 C19ORF39 SKP2 USP25 CAV3 GRTP1 LIMK2 C7ORF69 CYP7B1 FUZ TNFRSF1A VWA5A EPN3 TMCO6 IL1F5 KCNS3 VWA2 CXORF59 RAPGEF5 C5ORF44 ZFAND2B INTU NR1I3 TNFAIP3 GPR21 RTDR1 LITAF NR2C2 DNAJB2 FAM188A CNPPD1 C16ORF58 HAO2 SLC13A2 FAM58A TPTE2 DFFB PRMT2 NICN1 UBE2E3 FBXL16 RNF126 MYO1D LTBR PFDN4 PPARD CSNK1G3 HRSP12 RNF11 PRPS1 FAF2 CRYBA4 AKAP13 UBL7 FADS3 DHX57 ENSA FAM73B VPS36 YAF2 FBXO6 IKBKG SLC17A2 ,Unresolved
-3.0947254,5.5900126,Cluster 7,GRAP2,FAM59A USP8 ANAPC16 GAB2 GAB1 PTPN23 TNIP1 ITCH CDC23 ZSCAN21 SNX18 CDC27 ANAPC5 STAMBP ANAPC2 IFNAR2 TRIM68 ,Unresolved
-3.199071,5.761176,Cluster 7,KANK4,TRAPPC3 TRAPPC4 TRAPPC1 TRAPPC2 TRAPPC5 TRAPPC10 TRAPPC9 PDCD2L C7ORF43 TLN2 TLN1 TRIM11 OSCP1 ,Unresolved
-2.7475512,5.1957073,Cluster 7,FCGR2A,TES PROSC PPP3R1 FCGR2B APEX1 PTPN11 PLS1 FCGR2C FAHD2A PRTFDC1 BLVRB EEA1 ,Unresolved
-2.6292613,4.6414237,Cluster 7,STRN4,ZNF211 ZNF331 TPTE2 ZNF264 ZNF550 SPINK2 TRAF3IP3 NR1H3 PRDM14 TNFRSF1A SIP1 PPP2CB PDCD10 NHSL2 PLP1 YPEL1 SNAP29 ZNF444 ZNF223 ,Unresolved
-3.0558293,5.068057,Cluster 7,TJP1,SUN2 KBTBD7 UQCRB CGN MAGIX DEFA1 CRYBA4 IFI30 CCDC102B RNF166 ,Unresolved
-3.2053478,5.1737328,Cluster 7,GM2A,KIR3DS1 AIRE PDE4DIP C21ORF59 GMCL1 DDX19B ACTA2 VNN2 POC5 ZIC1 HSF2 FTH1 SSBP4 SF3A1 TBC1D22B CCDC51 FAM60A ,Unresolved
-3.033498,4.8456044,Cluster 7,SPCS2,NRN1 TM2D3 PVRIG ADAM30 FBXL14 TOMM22 PRSS50 VNN2 GPC1 TCTN2 MGAT4C ALPL GPC4 SEC11C DNASE1L1 ,Unresolved
-2.3971467,5.2639666,Cluster 7,JAK1,SLC15A1 IL4R IFNGR1 LRRIQ1 OSMR TGFBR2 MAS1 LAMP2 LPAR6 LAMP3 APLNR MANSC1 HAVCR2 IL13RA2 ,Unresolved
-2.736294,4.9197206,Cluster 7,FAM91A1,CHRM4 ZNF397 FGF8 RNF19B FAS AIFM1 TXNIP HLA-B SNX21 C17ORF75 ,Unresolved
-2.8277347,5.2343354,Cluster 7,UBE2CBP,HSP90AB4P TSC22D3 CPSF3 KLHDC2 DEFA1 MEMO1 GTPBP2 C14ORF104 TUBA4A STIP1 PPM1A SUFU C13ORF34 CCM2 FKBP6 ,Unresolved
-3.206816,4.9208007,Cluster 7,STIL,CCNJL DOCK5 AARSD1 KIAA1683 LYPD4 DEF8 C6ORF141 CDC16 FAM196A CRYL1 BBS7 TKT DCAF15 SKP2 ,Unresolved
-1.1560209,7.1508894,Cluster 7,STX8,TRDN DTNBP1 TMEM171 STAMBPL1 MAP7D2 ASPH MED21 SRPRB SEC22B VAMP4 IPPK STX18 CLEC12A GDPD5 CLINT1 NAPG STX12 LPAR1 STX11 STX7 VTI1B STX6 AP1S2 STXBP6 STX3 CEP170 GPR156 AP2M1 ,Unresolved
-1.7975162,5.097326,Cluster 7,SLC30A5,TPRA1 CSGALNACT2 RIC3 IPPK CD83 IL1R2 CD70 SPPL2B FPR2 CHRNA9 FUT3 CYB5D2 CD79B MAS1 C6ORF127 B3GNT3 DPEP1 ,Unresolved
-2.0491717,5.0136986,Cluster 7,ATL2,CHRM3 SLC15A1 SLC22A6 SLC2A12 IL1R2 GPR77 FPR2 CD79B P2RY8 MAS1 LPAR6 CNGA3 DPEP1 COPG ,Unresolved
-3.1181092,5.398541,Cluster 7,PODXL,LGALS3 SPAG9 IMPDH1 PILRA RHPN1 HSPA12A HSPA12B LGALS9 LGALS8 DKFZP686O24166 MRAP2 FCN1 ,Unresolved
-2.4440165,5.585164,Cluster 7,RNF41,ARHGAP19 IFIT5 BHLHA15 TTC1 GIP CREB3 IL23A LCP1 RCN1 ZNF517 ASB6 ENOPH1 TACC1 ,Unresolved
-2.3264072,5.8036194,Cluster 7,DDX11L8,IL17RA F9 OLFM4 CDC16 AVIL PLAUR HAVCR2 ISLR TPCN2 VWA5A ,Unresolved
-3.317548,5.545543,Cluster 7,ATG2B,SLAMF1 DOCK5 HDAC11 FAM5C TALDO1 NPAS1 DEF8 SNX21 MLF1 ARHGAP36 WDR45 C6ORF141 SALL2 AP1G2 LHX6 TKT SKP2 ,Unresolved
-2.602382,5.8506255,Cluster 7,TRAPPC2,TRAPPC3 TRAPPC2L TTC15 TMPRSS11B TRAPPC4 TRAPPC1 DNASE2B PRMT2 TRAPPC8 TRAPPC5 TRAPPC10 PCDH20 TRAPPC9 JOSD2 CABS1 GLB1 TRAPPC6B TRAPPC6A C4ORF41 C7ORF43 CRYAB TRMT61B KANK4 C5ORF44 STMN4 BCL2L14 RNF19B TBC1D14 ZBED1 ,Unresolved
-2.784294,5.0244856,Cluster 7,PKN3,IL17RA RHOA SSSCA1 PTGER3 DEF8 TGFBR2 EFNB3 EFNB2 CDH5 MAS1 P4HA2 PCDHGB1 VSIG4 MANSC1 HAVCR2 APBA3 SKAP1 ZNF785 TSPYL6 ,Unresolved
-2.7357378,4.667678,Cluster 7,MDM4,CSNK1A1 HBB EIF2AK4 C1ORF111 ASRGL1 YWHAZ CCNDBP1 TP73 FAM193A PELI1 PPARD TP53 MDM2 ,Unresolved
-2.8447478,4.8688097,Cluster 7,STX10,OPN4 LPAR6 CLEC12A LRRIQ1 STX7 VTI1B C16ORF58 TMEM200A SEC22B STX12 VAMP4 STX11 ,Unresolved
-2.701572,5.1552978,Cluster 7,PTPN11,FGB LUM NXT2 GPX7 NOSIP TCEAL1 THEMIS GTF2E2 OVCA2 TMEM220 LGALS3 FCGR2A MED21 SIGLEC5 FSD1 MPZL1 CYP1A1 SNRNP27 GRB2 PDCD1 LGALS9 ,Unresolved
-2.858478,5.576169,Cluster 7,INTS4,FAF2 CD70 PMEL AP2A2 ADAM32 AP2A1 HLA-B PCDHA12 CD79B INTS4L2 C19ORF75 GORASP1 TGOLN2 VSIG1 SIGLEC5 VSIG4 BMP2K CLEC2D PDCD1 LOC554223 ,Unresolved
-2.8619676,4.8768525,Cluster 7,VAMP4,OXSM STX8 C12ORF51 COX6B1 C1ORF123 ZW10 MBLAC2 VPS45 GALM NAPB NBAS STX16 STX18 GOSR1 CLEC12A SNAP23 NAPA GOSR2 CLINT1 STX10 NAPG METTL11A STX12 USE1 STX11 SCFD2 SCFD1 STX7 VTI1B STX6 VTI1A STX5 BNIP1 STX4 STX3 ,Unresolved
-3.238246,5.343251,Cluster 7,TES,FGB RNF135 FCGR2A SNN NECAP2 RDH12 GORASP1 TNFAIP8L2 FSD1 ZYX SPRY2 NFYA KPTN ZNF434 ,Unresolved
